price,Actual Price,area,status,bhk,bathroom,age,location,builder
37.49,3749000,872,Ready to move,2,,1,Sembakkam,MP Developers
93.54,9354000,1346,Under Construction,3,2,,Selaiyur,DAC Promoters
151,15100000,2225,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
49,4900000,1028,Ready to move,2,2,3,Ambattur,Dugar Housing Builders
42.28,4228000,588,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers India Ltd
188,18800000,2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd
38,3800000,885,Under Construction,3,,0,Thirumazhisai,Urbanrise
72.99,7299000,936,Ready to move,3,,6,Moolakadai,Navin Housing Properties P LTD
125,12500000,2275,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited
24.56,2456000,622,Under Construction,2,,0,Perungalathur,Isha Homes
67.87,6787000,1305,Under Construction,3,,0,Gerugambakkam,Kochar Homes Pvt Ltd
240,24000000,1500,Ready to move,3,3,1,Anna Nagar,Pushkar Properties Pvt Ltd
407,40700000,2200,Under Construction,3,,0,Gopalapuram,Pushkar Properties Pvt Ltd
51.46,5146000,919,Under Construction,2,,0,Pammal,Asset Tree Homes
69.47,6947000,965,Under Construction,2,,0,Porur,Urban Tree Infrastructures
113,11300000,2343,Ready to move,4,4,5,Navallur,Olympia Group
18,1800000,353,Under Construction,1,,0,Thirumazhisai,Vijay Raja Homes Private Limited
224,22400000,1450,Under Construction,3,,0,Anna Nagar,Kamalam Builder Pvt Ltd
100,10000000,1833,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
45.99,4599000,920,Under Construction,2,,0,Vanagaram,VNR Homes
73.75,7375000,1405,Under Construction,3,,0,Sholinganallur,PS Srijan Developers
455,45500000,2601,Under Construction,4,,0,T Nagar,Lifestyle Housing
391,39100000,2475,Under Construction,4,,0,Guindy,Puravankara Limited
80.73,8073000,1242,Under Construction,2,,0,Madipakkam,Jones Foundations
31.96,3196000,969,Ready to move,2,,1,Perumbakkam,Plaza Group
81.3,8130000,937,Under Construction,2,,0,Velachery,Urbando Housing LLP
72.05,7205000,1310,Under Construction,3,,0,Medavakkam,EK Realtors
91.36,9136000,1340,Ready to move,3,,2,Gowrivakkam,The Nest Builder
50.76,5076000,1045,Ready to move,2,2,1,Chromepet,Doshi Housing
62.75,6275000,1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
57.5,5750000,920,Under Construction,2,1,0,Ambattur,vinoth builders
50.22,5022000,1005,Ready to move,2,,1,Thalambur,GTK Foundations
22.36,2236000,713,Under Construction,2,,0,Thandalam,Baashyaam Group
19.8,1980000,900,Ready to move,2,,1,Thirumazhisai,chris
84.13,8413000,1325,Under Construction,2,,0,Medavakkam,Krishna Constructions
58.43,5843000,1113,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
330,33000000,3670,Ready to move,3,,3,Kanathur Reddikuppam,Mayances Construction and Engineering Services
80.32,8032000,1208,Ready to move,2,,4,Madipakkam,Ramaniyam Real Estate Builders
290,29000000,1600,Under Construction,3,,0,Adyar,India Builders Limited
40.02,4002000,870,Ready to move,2,,3,Kolapakkam,Ram
42.07,4207000,1275,Under Construction,3,,0,Thaiyur,Shatapatri Estates Pvt Ltd
48.61,4861000,884,Ready to move,2,,1,Thoraipakkam OMR,Shri Raman Developers
49.12,4912000,1092,Under Construction,2,,0,Poonamallee,Sri Hari Developers
42.28,4228000,588,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers
50.21,5021000,1152,Ready to move,2,3,1,Padur,Pacifica Companies
40.75,4075000,910,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
261,26100000,1548,Ready to move,3,,1,Adyar,Khurinji Homes
47.04,4704000,920,Under Construction,2,2,0,Perumbakkam,Saradeuz Realty Constructions
45.79,4579000,669,Ready to move,2,,1,East Tambaram,VGK Builders Pvt Ltd
33.77,3377000,866,Under Construction,2,,0,Chromepet,Amarprakash Developers Pvt Ltd
65.69,6569000,1381,Ready to move,3,,,Tiruvottiyur,Hansa Estates
118,11800000,1740,Ready to move,3,,4,Iyappanthangal,Prince Foundations Ltd
50.31,5031000,1450,Ready to move,3,,1,Padappai,Budget Housing And Properties
78.71,7871000,1212,Under Construction,2,,0,Porur,SP Homes Pvt Ltd
29.62,2962000,528,Ready to move,2,,1,Pammal,Bharathi Construction
88.27,8827000,1605,Under Construction,3,,0,Mugalivakkam,Karuppaswamy Builders
43.44,4344000,932,Under Construction,2,2,0,Pammal,Merlin Group
33.05,3305000,1002,Ready to move,2,,3,Kelambakkam,Advaita Homes
29.56,2956000,768,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
88.39,8839000,1637,Ready to move,3,,1,Poonamallee,Poojaa Foundation
658,65800000,6103,Ready to move,4,,5,Sholinganallur,Prestige Estates Projects Ltd
33.23,3323000,773,Ready to move,2,,1,Sembakkam,MP Developers
84.79,8479000,1220,Under Construction,3,3,,Selaiyur,DAC Promoters
134,13400000,1974,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
67,6700000,1195,Ready to move,3,,3,Ambattur,Dugar Housing Builders
71.08,7108000,1021,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers India Ltd
188,18800000,2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd
31,3100000,730,Under Construction,2,,0,Thirumazhisai,Urbanrise
83.03,8303000,1101,Ready to move,3,,6,Moolakadai,Navin Housing Properties P LTD
146,14600000,2669,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited
20.14,2014000,510,Under Construction,1,,0,Perungalathur,Isha Homes
76.2,7620000,1480,Under Construction,3,,0,Gerugambakkam,Kochar Homes Pvt Ltd
240,24000000,1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd
51.46,5146000,919,Under Construction,2,,0,Pammal,Asset Tree Homes
66.44,6644000,923,Under Construction,2,2,0,Porur,Urban Tree Infrastructures
112,11200000,2323,Ready to move,4,,5,Navallur,Olympia Group
29,2900000,544,Under Construction,1,,0,Thirumazhisai,Vijay Raja Homes Private Limited
158,15800000,1025,Under Construction,2,,0,Anna Nagar,Kamalam Builder Pvt Ltd
108,10800000,1972,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
45.99,4599000,920,Under Construction,2,,0,Vanagaram,VNR Homes
73.99,7399000,1410,Under Construction,3,,0,Sholinganallur,PS Srijan Developers
644,64400000,3681,Under Construction,4,4,0,T Nagar,Lifestyle Housing
593,59300000,3750,Under Construction,5,,0,Guindy,Puravankara Limited
89.7,8970000,1380,Under Construction,3,,0,Madipakkam,Jones Foundations
39.75,3975000,1205,Ready to move,3,2,1,Perumbakkam,Plaza Group
81.7,8170000,942,Under Construction,2,,0,Velachery,Urbando Housing LLP
51.64,5164000,939,Under Construction,2,,0,Medavakkam,EK Realtors
64.34,6434000,945,Ready to move,2,,2,Gowrivakkam,The Nest Builder
37.4,3740000,770,Ready to move,2,,1,Chromepet,Doshi Housing
62.75,6275000,1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
89.37,8937000,1430,Under Construction,3,,0,Ambattur,vinoth builders
64.82,6482000,1297,Ready to move,3,,1,Thalambur,GTK Foundations
20.88,2088000,663,Under Construction,2,,0,Thandalam,Baashyaam Group
19.8,1980000,900,Ready to move,2,,1,Thirumazhisai,chris
84.13,8413000,1325,Under Construction,2,,0,Medavakkam,Krishna Constructions
54.96,5496000,1047,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
440,44000000,4896,Ready to move,4,,3,Kanathur Reddikuppam,Mayances Construction and Engineering Services
96.32,9632000,1481,Ready to move,3,,4,Madipakkam,Ramaniyam Real Estate Builders
242,24200000,1565,Ready to move,3,,2,Anna Nagar,India Builders Limited
48.53,4853000,1055,Ready to move,2,,3,Kolapakkam,Ram
79.92,7992000,1150,Under Construction,2,2,,Selaiyur,DAC Promoters
71.65,7165000,1031,Under Construction,2,2,,Selaiyur,DAC Promoters
58.48,5848000,951,Under Construction,2,,0,Chromepet,DAC Promoters
64.82,6482000,1054,Under Construction,2,,0,Chromepet,DAC Promoters
84.87,8487000,1380,Under Construction,3,,0,Chromepet,DAC Promoters
72.81,7281000,1184,Under Construction,2,,0,Chromepet,DAC Promoters
76.75,7675000,1248,Under Construction,2,,0,Chromepet,DAC Promoters
59.65,5965000,970,Under Construction,2,,0,Chromepet,DAC Promoters
88.19,8819000,1434,Under Construction,3,,0,Chromepet,DAC Promoters
22.27,2227000,518,Ready to move,1,,1,Sembakkam,MP Developers
42.91,4291000,998,Ready to move,2,,1,Sembakkam,MP Developers
50.21,5021000,844,Under Construction,2,,0,Mugalivakkam,MP Developers
55.39,5539000,931,Under Construction,2,,0,Mugalivakkam,MP Developers
71.28,7128000,1004,Under Construction,2,,0,East Tambaram,DAC Promoters
72.42,7242000,1020,Under Construction,2,,0,East Tambaram,DAC Promoters
94,9400000,1324,Under Construction,3,,0,East Tambaram,DAC Promoters
86.9,8690000,1224,Under Construction,3,,0,East Tambaram,DAC Promoters
77.81,7781000,1096,Under Construction,2,,0,East Tambaram,DAC Promoters
94.78,9478000,1335,Under Construction,3,,0,East Tambaram,DAC Promoters
73.48,7348000,1035,Under Construction,2,,0,East Tambaram,DAC Promoters
114,11400000,1572,Under Construction,3,,0,Selaiyur,DAC Promoters
119,11900000,1643,Under Construction,3,,0,Selaiyur,DAC Promoters
118,11800000,1625,Under Construction,3,,0,Selaiyur,DAC Promoters
159,15900000,2295,Under Construction,4,,0,Selaiyur,DAC Promoters
101,10100000,1760,Under Construction,3,,0,Selaiyur,DAC Promoters
175,17500000,2544,Under Construction,4,,0,Selaiyur,DAC Promoters
115,11500000,1630,Under Construction,3,3,0,Selaiyur,DAC Promoters
121,12100000,1671,Under Construction,3,,0,Selaiyur,DAC Promoters
122,12200000,1735,Under Construction,3,,0,Selaiyur,DAC Promoters
152,15200000,2183,Under Construction,4,,0,Selaiyur,DAC Promoters
160,16000000,2242,Under Construction,4,,0,Selaiyur,DAC Promoters
134,13400000,1852,Under Construction,3,,0,Selaiyur,DAC Promoters
129,12900000,1797,Under Construction,3,,0,Selaiyur,DAC Promoters
165,16500000,2433,Under Construction,4,,0,Mogappair,Casagrand Builder Private Limited
169,16900000,2495,Under Construction,4,,0,Mogappair,Casagrand Builder Private Limited
327,32700000,4450,Under Construction,5,,0,Mogappair,Casagrand Builder Private Limited
133,13300000,1962,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
64.17,6417000,1310,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
76.47,7647000,1561,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
81.71,8171000,1668,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
51.58,5158000,1053,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
48.59,4859000,992,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
63.34,6334000,1293,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
76.47,7647000,1561,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
63.83,6383000,1303,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
57.41,5741000,1172,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
48.74,4874000,995,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
62.31,6231000,1272,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
82,8200000,1674,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
62.7,6270000,1280,Under Construction,3,2,0,Madhavaram,Radiance Realty Developers India Ltd
74.56,7456000,1522,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
94.51,9451000,1400,Under Construction,3,2,0,Pallavaram,Radiance Realty Developers India Ltd
64.17,6417000,1310,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
69.66,6966000,1422,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
48.69,4869000,994,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
73.82,7382000,1085,Under Construction,2,,0,Pallavaram,Radiance Realty Developers India Ltd
40.09,4009000,853,Under Construction,2,,0,Kundrathur,MP Developers
38.49,3849000,819,Under Construction,2,,0,Kundrathur,MP Developers
38.77,3877000,825,Under Construction,2,,0,Kundrathur,MP Developers
38.72,3872000,824,Under Construction,2,,0,Kundrathur,MP Developers
69.66,6966000,1422,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
48.69,4869000,994,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
48.59,4859000,992,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
63.34,6334000,1293,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
63.83,6383000,1303,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
57.41,5741000,1172,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
48.74,4874000,995,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
62.31,6231000,1272,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
62.7,6270000,1280,Under Construction,3,2,0,Madhavaram,Radiance Realty Developers India Ltd
63,6300000,1286,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd
49.43,4943000,1009,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd
80.37,8037000,1576,Ready to move,3,,1,Kundrathur,MP Developers
78.89,7889000,1547,Ready to move,3,,1,Kundrathur,MP Developers
80.68,8068000,1582,Ready to move,3,,1,Kundrathur,MP Developers
70.89,7089000,1390,Ready to move,3,,1,Kundrathur,MP Developers
74.15,7415000,1454,Ready to move,3,,1,Kundrathur,MP Developers
70.94,7094000,1391,Ready to move,3,,1,Kundrathur,MP Developers
79.66,7966000,1562,Ready to move,3,,1,Kundrathur,MP Developers
188,18800000,2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd
188,18800000,2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd
36,3600000,849,Under Construction,2,,0,Thirumazhisai,Urbanrise
57,5700000,1240,Under Construction,2,,0,Perumbakkam,Casagrand Builder Private Limited
110,11000000,2320,Under Construction,4,,0,Perumbakkam,Casagrand Builder Private Limited
62.6,6260000,1360,Under Construction,3,2,0,Perumbakkam,Casagrand Builder Private Limited
90.29,9029000,1962,Under Construction,3,3,0,Perumbakkam,Casagrand Builder Private Limited
138,13800000,2211,Under Construction,4,2,0,Mogappair,Casagrand Builder Private Limited
97.57,9757000,1668,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
85.99,8599000,1470,Under Construction,3,2,0,Mogappair,Casagrand Builder Private Limited
83.86,8386000,1342,Under Construction,2,,0,Mogappair,Casagrand Builder Private Limited
121,12100000,1947,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
61.48,6148000,1051,Under Construction,2,2,0,Mogappair,Casagrand Builder Private Limited
115,11500000,1849,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
139,13900000,2228,Under Construction,4,,0,Mogappair,Casagrand Builder Private Limited
85.17,8517000,1363,Under Construction,2,,0,Mogappair,Casagrand Builder Private Limited
70.02,7002000,1197,Under Construction,2,2,0,Mogappair,Casagrand Builder Private Limited
47.3,4730000,1113,Under Construction,2,,0,Mogappair,Casagrand Builder Private Limited
69.53,6953000,1636,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
51.38,5138000,1209,Under Construction,2,2,0,Mogappair,Casagrand Builder Private Limited
68.55,6855000,1613,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
57.5,5750000,1353,Under Construction,3,2,0,Mogappair,Casagrand Builder Private Limited
70.38,7038000,1656,Under Construction,3,3,0,Mogappair,Casagrand Builder Private Limited
65.02,6502000,1530,Under Construction,3,3,0,Mogappair,Casagrand Builder Private Limited
59.33,5933000,1396,Under Construction,3,2,0,Mogappair,Casagrand Builder Private Limited
65.11,6511000,1532,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited
87.4,8740000,1469,Ready to move,3,,2,Vengaivasal,Navin Housing Properties P LTD
81.57,8157000,1371,Ready to move,3,,2,Vengaivasal,Navin Housing Properties P LTD
35.34,3534000,594,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD
88.29,8829000,1484,Ready to move,3,,2,Vengaivasal,Navin Housing Properties P LTD
35.16,3516000,591,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD
35.58,3558000,598,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD
35.75,3575000,601,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD
117,11700000,2132,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited
112,11200000,2042,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited
148,14800000,2701,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited
83.65,8365000,1521,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited
108,10800000,1978,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited
78.15,7815000,1421,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited
79.98,7998000,1740,Under Construction,3,,0,Sholinganallur,Casagrand Builder Private Limited
79.98,7998000,1740,Under Construction,3,,0,Sholinganallur,Casagrand Builder Private Limited
94.48,9448000,2055,Under Construction,4,,0,Sholinganallur,Casagrand Builder Private Limited
94.48,9448000,2055,Under Construction,4,,0,Sholinganallur,Casagrand Builder Private Limited
68.69,6869000,1494,Under Construction,3,2,0,Sholinganallur,Casagrand Builder Private Limited
68.69,6869000,1494,Under Construction,3,2,0,Sholinganallur,Casagrand Builder Private Limited
24.25,2425000,614,Under Construction,2,,0,Perungalathur,Isha Homes
24.41,2441000,618,Under Construction,2,1,0,Perungalathur,Isha Homes
19.9,1990000,504,Under Construction,1,,0,Perungalathur,Isha Homes
53.07,5307000,1005,Under Construction,2,,0,Gerugambakkam,Kochar Homes Pvt Ltd
56.64,5664000,1069,Under Construction,2,,0,Gerugambakkam,Kochar Homes Pvt Ltd
37.7,3770000,903,Under Construction,2,,0,Perungalathur,Isha Homes
44,4400000,1054,Under Construction,2,,0,Perungalathur,Isha Homes
40.53,4053000,971,Under Construction,2,,0,Perungalathur,Isha Homes
51.01,5101000,1222,Under Construction,3,,0,Perungalathur,Isha Homes
33.19,3319000,795,Under Construction,2,,0,Perungalathur,Isha Homes
48.26,4826000,1156,Under Construction,2,,0,Perungalathur,Isha Homes
36.11,3611000,865,Under Construction,2,,0,Perungalathur,Isha Homes
37.4,3740000,896,Under Construction,2,,0,Perungalathur,Isha Homes
39.78,3978000,953,Under Construction,2,,0,Perungalathur,Isha Homes
32.81,3281000,786,Under Construction,2,,0,Perungalathur,Isha Homes
47.76,4776000,1144,Under Construction,3,,0,Perungalathur,Isha Homes
36.9,3690000,884,Under Construction,2,,0,Perungalathur,Isha Homes
35.77,3577000,857,Under Construction,2,,0,Perungalathur,Isha Homes
32.94,3294000,789,Under Construction,2,,0,Perungalathur,Isha Homes
32.73,3273000,784,Under Construction,2,,0,Perungalathur,Isha Homes
32.69,3269000,783,Under Construction,2,,0,Perungalathur,Isha Homes
47.26,4726000,1132,Under Construction,3,,0,Perungalathur,Isha Homes
33.94,3394000,813,Under Construction,2,,0,Perungalathur,Isha Homes
107,10700000,1948,Ready to move,3,,1,Kelambakkam,Isha Homes
116,11600000,2122,Ready to move,3,,1,Kelambakkam,Isha Homes
117,11700000,2134,Ready to move,3,,1,Kelambakkam,Isha Homes
94.98,9498000,1727,Ready to move,3,,1,Kelambakkam,Isha Homes
138,13800000,2526,Ready to move,3,,1,Kelambakkam,Isha Homes
94.93,9493000,1726,Ready to move,3,,1,Kelambakkam,Isha Homes
93.5,9350000,1700,Ready to move,3,,1,Kelambakkam,Isha Homes
109,10900000,1994,Ready to move,3,,1,Kelambakkam,Isha Homes
240,24000000,1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd
240,24000000,1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd
240,24000000,1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd
66.99,6699000,1155,Under Construction,3,,0,Pammal,Asset Tree Homes
49.88,4988000,860,Under Construction,2,,0,Pammal,Asset Tree Homes
46.11,4611000,795,Under Construction,2,,0,Pammal,Asset Tree Homes
48.88,4888000,873,Under Construction,2,,0,Pammal,Asset Tree Homes
74.48,7448000,1330,Under Construction,3,,0,Pammal,Asset Tree Homes
74.48,7448000,1330,Under Construction,3,,0,Pammal,Asset Tree Homes
63.39,6339000,1132,Under Construction,3,,0,Pammal,Asset Tree Homes
63.39,6339000,1132,Under Construction,3,,0,Pammal,Asset Tree Homes
72.85,7285000,1301,Under Construction,3,,0,Pammal,Asset Tree Homes
72.85,7285000,1301,Under Construction,3,,0,Pammal,Asset Tree Homes
66.99,6699000,1155,Under Construction,3,,0,Pammal,Asset Tree Homes
46.11,4611000,795,Under Construction,2,,0,Pammal,Asset Tree Homes
49.88,4988000,860,Under Construction,2,,0,Pammal,Asset Tree Homes
66.99,6699000,1155,Under Construction,3,,0,Pammal,Asset Tree Homes
46.11,4611000,795,Under Construction,2,,0,Pammal,Asset Tree Homes
66.99,6699000,1155,Under Construction,3,,0,Pammal,Asset Tree Homes
49.88,4988000,860,Under Construction,2,,0,Pammal,Asset Tree Homes
46.11,4611000,795,Under Construction,2,,0,Pammal,Asset Tree Homes
67.62,6762000,1166,Under Construction,3,,0,Pammal,Asset Tree Homes
49.88,4988000,860,Under Construction,2,,0,Pammal,Asset Tree Homes
67.62,6762000,1166,Under Construction,3,,0,Pammal,Asset Tree Homes
60.55,6055000,1044,Under Construction,3,,0,Pammal,Asset Tree Homes
60.55,6055000,1044,Under Construction,3,,0,Pammal,Asset Tree Homes
42.28,4228000,729,Under Construction,2,,0,Pammal,Asset Tree Homes
60.55,6055000,1044,Under Construction,3,,0,Pammal,Asset Tree Homes
42.28,4228000,729,Under Construction,2,,0,Pammal,Asset Tree Homes
42.28,4228000,729,Under Construction,2,,0,Pammal,Asset Tree Homes
77.02,7702000,1328,Under Construction,3,,0,Pammal,Asset Tree Homes
77.02,7702000,1328,Under Construction,3,,0,Pammal,Asset Tree Homes
57.59,5759000,993,Under Construction,3,,0,Pammal,Asset Tree Homes
57.59,5759000,993,Under Construction,3,,0,Pammal,Asset Tree Homes
61.88,6188000,1067,Under Construction,3,,0,Pammal,Asset Tree Homes
61.88,6188000,1067,Under Construction,3,,0,Pammal,Asset Tree Homes
47.27,4727000,815,Under Construction,2,,0,Pammal,Asset Tree Homes
47.27,4727000,815,Under Construction,2,,0,Pammal,Asset Tree Homes
92.65,9265000,1287,Under Construction,3,,0,Porur,Urban Tree Infrastructures
78.1,7810000,1085,Under Construction,3,3,0,Porur,Urban Tree Infrastructures
73.93,7393000,1027,Under Construction,2,,0,Porur,Urban Tree Infrastructures
69.9,6990000,971,Under Construction,2,,0,Porur,Urban Tree Infrastructures
69.54,6954000,966,Under Construction,2,,0,Porur,Urban Tree Infrastructures
71.05,7105000,1579,Ready to move,3,3,5,Navallur,Olympia Group
115,11500000,2388,Ready to move,4,,5,Navallur,Olympia Group
71.01,7101000,1578,Ready to move,3,,5,Navallur,Olympia Group
62.37,6237000,1386,Ready to move,3,,5,Navallur,Olympia Group
70.51,7051000,1567,Ready to move,3,,5,Navallur,Olympia Group
28,2800000,561,Under Construction,2,,0,Thirumazhisai,Vijay Raja Homes Private Limited
16,1600000,319,Under Construction,1,1,0,Thirumazhisai,Vijay Raja Homes Private Limited
30,3000000,576,Under Construction,2,,0,Thirumazhisai,Vijay Raja Homes Private Limited
15.36,1536000,300,Under Construction,1,1,0,Thirumazhisai,Vijay Raja Homes Private Limited
47.84,4784000,957,Under Construction,2,,0,Vanagaram,VNR Homes
47.84,4784000,957,Under Construction,2,,0,Vanagaram,VNR Homes
45.99,4599000,920,Under Construction,2,,0,Vanagaram,VNR Homes
45.99,4599000,920,Under Construction,2,,0,Vanagaram,VNR Homes
47.84,4784000,957,Under Construction,2,,0,Vanagaram,VNR Homes
47.84,4784000,957,Under Construction,2,,0,Vanagaram,VNR Homes
45.59,4559000,912,Under Construction,2,,0,Vanagaram,VNR Homes
45.59,4559000,912,Under Construction,2,,0,Vanagaram,VNR Homes
48.79,4879000,976,Under Construction,2,,0,Vanagaram,VNR Homes
48.79,4879000,976,Under Construction,2,,0,Vanagaram,VNR Homes
46.24,4624000,925,Under Construction,2,,0,Vanagaram,VNR Homes
46.24,4624000,925,Under Construction,2,,0,Vanagaram,VNR Homes
48.64,4864000,885,Under Construction,2,,0,Sholinganallur,PS Srijan Developers
74.23,7423000,1415,Under Construction,3,,0,Sholinganallur,PS Srijan Developers
48.88,4888000,890,Under Construction,2,,0,Sholinganallur,PS Srijan Developers
47.43,4743000,860,Under Construction,2,,0,Sholinganallur,PS Srijan Developers
46.95,4695000,850,Under Construction,2,,0,Sholinganallur,PS Srijan Developers
47.67,4767000,865,Under Construction,2,,0,Sholinganallur,PS Srijan Developers
73.51,7351000,1400,Under Construction,3,,0,Sholinganallur,PS Srijan Developers
138,13800000,2525,Ready to move,4,,,Sholinganallur,Appaswamy Real Estate
75.07,7507000,1365,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
68.86,6886000,1252,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
101,10100000,1847,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
74.58,7458000,1356,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
132,13200000,2418,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
64.4,6440000,1171,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
109,10900000,1998,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
77.11,7711000,1402,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
80.19,8019000,1458,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
70.67,7067000,1285,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
141,14100000,2580,Ready to move,4,,,Sholinganallur,Appaswamy Real Estate
90.91,9091000,1653,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
129,12900000,2357,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
91.3,9130000,1660,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
80.79,8079000,1469,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
69.52,6952000,1264,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
65.89,6589000,1198,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
64.25,6425000,1737,Ready to move,3,,5,Siruseri,Appaswamy Real Estate
60.66,6066000,1640,Ready to move,3,,5,Siruseri,Appaswamy Real Estate
57.22,5722000,1547,Ready to move,3,,5,Siruseri,Appaswamy Real Estate
58.59,5859000,1584,Ready to move,3,,5,Siruseri,Appaswamy Real Estate
55,5500000,1487,Ready to move,3,,5,Siruseri,Appaswamy Real Estate
58.85,5885000,1591,Ready to move,3,,5,Siruseri,Appaswamy Real Estate
298,29800000,1890,Under Construction,3,,0,Guindy,Puravankara Limited
121,12100000,2583,Ready to move,4,2,1,Kanathur Reddikuppam,Casagrand Builder Private Limited
292,29200000,5037,Ready to move,5,,1,Kanathur Reddikuppam,Casagrand Builder Private Limited
123,12300000,2635,Ready to move,4,4,1,Kanathur Reddikuppam,Casagrand Builder Private Limited
295,29500000,5093,Ready to move,5,,1,Kanathur Reddikuppam,Casagrand Builder Private Limited
85.99,8599000,1865,Ready to move,3,3,1,Kanathur Reddikuppam,Casagrand Builder Private Limited
85,8500000,1635,Under Construction,3,,0,Manapakkam,Casagrand Builder Private Limited
